text,title
"The Maruti Alto has crossed the 3.5 million mark in the middle class in the country. The company announced on Wednesday that it has sold 3.5 million units by the end of February. The Maruti Alto, which entered the market in 2000, has remained unbroken for 14 years. The car continues to be a market leader in entry-level cars. The company said that it has been selling 5 lakh Alto cars every two years since 2006. The company explained that Maruti sells all the cars in this segment. The Maruti Alto has 800cc, K10, and CNG fuel variant cars available. The Alto K10 series has an Auto Gear Shift Transmission (AGS) facility without a clutch. The Maruti Suzuki Alto is 25 percent of the buyers. The first choice for many first-time buyers is the Maruti Suzuki Alto Alto, which is also a highly successful model.",Maruti Alto sales cross 35 lakh mark
"Washington: Several Indian-Americans have staged a protest in front of the White House in the wake of rising racist attacks in the US, especially against Hindus and Sikhs.",Indian-Americans protest in front of White House
Tirupati: Minister Atchannaidu said that the YSR Congress party's state bandh has failed.,YCP state bandh a failure: Minister Atchannaidu
"After Jagan became the chief minister, Tollywood bigwigs did not meet Jagan.",Chiranjeevi sought Jagan's appointment because...
"Mumbai: Bollywood stars Aishwarya and Abhishek Bachchan, who got married ten years ago (in 2007), have worked together in Mani Ratnam's Raavan for the next three years.",Aishwarya and Abhishek have been working together for a long time.
BC Welfare Association national president R. Krishnaiah fell ill in Hyderabad. BC Association leaders there were rushed to the hospital after their eyes fell back.,R. Krishnaiah's eyes fell down again
"On the very first day of the Assembly session, there was an uproar in the House. When TDP member Atchannaidu tried to raise objection during the decentralization bills, Speaker Tammineni Seetharam lost patience. Atchannaidu ji, you have to have sense. ""The opposition members were angry.",Speaker slams Atchannaidu
"For another month, the Sankranti festival season is coming. Sankranti fun is just around the corner. Especially the rush at the hens, the people coming from different places, the arrangements made by the load managers for them, that is not all. If the hens are preparing the hens for the races on one side, now a new problem has come to the two Godavari districts.",Chickens preparing for Sankranti in another month
"Dantewada: Maoists again threw a pawn at a convoy of Dantewada BJP MLA Bhima Mandavi, killing five people.",BJP MLA's convoy attacked by Maoists
"Kothagudem MLA Jalagam Venkata Rao said that if TBGKS wins the Singareni Recognition Trade Union elections, a Grievance Day will be held every month to address the problems of the workers. As part of the SCCL election campaign, MLA Jalagam today visited S & PC, 7 Shaft Coal Mill, 7 Incline, Workshop, Singareni Main Hospital, etc. in Kothagudem area.",Grievance Day once a month if TBGKS wins
"New Delhi: Hours after Shiv Sena MP Ravindra Gaikwad's scuffle with an Air India employee ended, an Air India flight was delayed after an MP objected to the seating arrangement.",MP Dolassen roughed up on board Air India flight
"Hyderabad: The city's pub culture is on the rise, but the drug culture in Hyderabad pubs is also getting out of control.","Pub entry, Aadhaar mandatory from now on"
"Dr. B. R. Ambedkar Open University Degree (CBCS Old Batch), BEd (Special Education) Entrance Examinations and MBA ""Hospital and Healthcare Management"" Examinations will be held from July 6 to August 1, University officials said.",Ambedkar University degree exams from July 6
India registered a thumping victory in the second T20I against Sri Lanka in Indore to take a 1-0 lead in the three-match T20I series.,Bumrah is one wicket away from that record!
Former minister Jupally Krishna Rao is being praised by the people of the region for giving full understanding of the law to those who bought plots in Kolhapur Rajabari Fort.,Disobedience to the court comes at a heavy cost
Hyderabad MP Asaduddin Owaisi has said that Bharat Ratna awards are a Brahmin club.,"Brahmin Club Award Not Bharat Ratna, Says Asaduddin Owaisi"
Siddipet MLA Harish Rao thanked the people for making KCR win in the Telangana Assembly elections.,Will keep one promise: Harish Rao
"Vijayawada: Two-year-old Pathan Zubeida, a resident of Bobbe Palli in Marturu Mandal of Prakasam district, tested positive for Sivan flu this season at a government hospital in Guntur.",Guntur government hospital records first case of swine flu
Former Pakistan bowler and Rawalpindi Express Shoaib Akhtar's reply to Yuvraj Singh's tweet has gone viral.,Yuvraj sarcastically tweeted a photo of Shoaib Akhtar!
Xiaomi has launched the Mi A2 and Mi A2 Lite smartphones in the Spanish market. Xiaomi India head Manu Kumar Jain said that only the Mi A2 will be launched in the Indian market on the 8th of next month.,Xiaomi launches new smartphone with impressive features!
"Senior leaders like Chandrababu Naidu, Lokesh and Devineni Uma have strongly condemned the attack on TDP MLC Buddha Venkanna and former MLA Bonda Umala in Machar of Guntur district.",He attacked Bonda Uma and Buddha Venkanna.
"The domestic stock markets continued to rally today. After August 31, the Sensex once again crossed the 40,000-mark. Investors were upbeat as TCS announced a share buyback worth Rs 16,000 crore. At one point, the Sensex jumped to 40,469. However, the gains fell as investors favoured profit booking. At the end of today's trading, the Sensex rose 304 points to 40,183. Nifty rose 96 points to 11,835. BSE Sensex top gainers: UltraTech Cement (3.24%), TCS (3.19%), HCL Technologies (2.63%), Infosys (2.57%), HDFC Bank (2.56%). Top losers: ONGC (- 2.84%), ITC (- 1.36%, Reliance Industries (0.81%), L-Grid (L-Grid), and L-Grid (L-Grid).","Sensex closes above 40,000-mark"
The Allahabad High Court has directed the police to release VHP leaders Pravin Togadia and Ashok Singhal and BJP MP Ram Vilas Vedanti.,Release Togadia and Singhal: Allahabad High Court
TS Deputy Chief Minister Kadiyam Srihari lamented that the standard of education in engineering colleges in Telangana has fallen. He said that criminal cases have been registered against 16 engineering colleges for misleading the government and JNTU.,"Telangana Engineering Education Standards Fall, Cases Filed Against 16 Colleges: Kadiyam Srihari"
"The ground is almost ready for the construction of Amaravati, the capital of Andhra Pradesh. The AP government, which has already collected the required land, has also completed the foundation stone on the occasion of Dussehra. The blueprint for the construction of the buildings is being prepared. The work is also going to be completed by the end of this month.","Amaravati Construction Cost Rs 27,097 Crore: Centre Releases Estimates of Expert Committee"
The farmers of Aushapur village in Ghat Kesar mandal of Ranga Reddy district have moved the High Court against the works of Mission Kakatiya.,No Mission Kakatiya work in our fields... Farmers of Ranga Reddy district go to the High Court
Former CBI JD Lakshminarayana has announced that he will not contest the upcoming elections on behalf of any party.,Not contesting on behalf of any party!: Ex-CBI JD Lakshminarayana
"A new problem has come to the Telugu Desam Party. It has become a headache for party chief Chandrababu. This problem has not come with jump jilani, it has not come with relatives... Balakrishna has come with fans. His fans are demanding a good place for their favorite hero Balayya in the party. In other words, they are asking for the post of party president. In this background, Babu has not been invited so far for the audio function of Balayya 'Legend' to be held tomorrow. Usually, Chandrababu is the chief guest for every function of Balayya. Fans are warning that if Balayya is not given a seat, then he will stay away from all the TDP events.",Babu gets invite for 'Legend' audio function
"Speaking at the recent Paruchuri Pathalu event, Paruchuri Gopalakrishna shared some interesting facts about Agnyaathavaasi.",That's what those scenes felt like in 'Agnyaathavaasi': Paruchuri Gopalakrishna
"A netizen tweeted to KTR, blaming Congress leader Revanth Reddy for his inappropriate comments on Telangana minister Laxma Reddy, to which the minister responded.",Revanth Reddy reacts to KTR's Twitter comment
"The results of the Intermediate 1st year Advanced Supplementary Examination were released. The Inter Board officials released the results at 11 am today. A total of 66.64 per cent students passed the examinations. Krishna district topped with 84 per cent pass percentage and Medak district was last with 50 per cent. The last date for recounting is July 3, officials said.",Krishna district tops in inter first-year supplementary results
"There is still no opposition to President Donald Trump among Americans. Hollywood actor Ansel Eltort on the Trump administration said that the Trump administration is not at all happy. But he believes that it will be a wake-up call for Americans. He said that before, such people would be careful not to be presidents. He said that many people are not able to learn from this experience and repeat the mistakes they have made. He lamented that in another ten years, a person like Obama will be the president of America and then the country will again fall into the hands of an idiot. He said that Trump is incompetent and is taking away everything that is necessary for Americans. He said that he is taking away social services from the people.",Not happy with Trump... it's a good experience for Americans: Hollywood actor
"The Bahujan Samaj Party has made it clear that it will not oppose any bill introduced by the BJP in Parliament, including the abrogation of Article 370, which grants autonomous status to Jammu and Kashmir.",We support abrogation of Article 370: BSP
The Central Board of Direct Taxes (CBDT) has issued an order extending the due date for filing income tax returns till August 31.,The good news is that the Income Tax deadline has been extended by a month!
"DSP Raj Kumar Mishra said that Bollywood actress Sunny Leone is also likely to be questioned as part of the investigation. The DSP said that they have evidence that Sunny Leone, who attended Anubhav Mittal's party at the Crown Plaza Hotel in Greater Noida, Delhi on 29th of last year, launched the 'Social Trade Biz' portal and propagated Sunny Leone to the company. They also have pictures of Sunny Leone and Ameesha Patel with him on Anubhav Mittal's birthday.",Bollywood actress Sunny Leone to be questioned by authorities in 'social trade' case!
"Andhra Pradesh is all set for another massive land acquisition. The Chandrababu government is working on expanding Gannavaram Airport, which will be the lifeline of the new capital of Navi Andhra Pradesh, not just near Vijayawada. The government has already decided to further expand Gannavaram Airport, which has seen increased traffic after the bifurcation of the state. Officials have concluded that 1,229 acres of land is required. The government has issued a notification a short time ago to acquire 1,229 acres of land in 11 villages based on the report of the officials. It has set a deadline of March 6 to raise objections. It has also issued orders to set up a separate 'Gannavaram Air Port Competent Authority' for the development of the airport. It is reported that the Competent Authority will work on the lines of the newly launched CRDA for the construction of the capital.",AP government issues notification for land acquisition for Gannavaram airport
YCP leader Jogi Ramesh alleged that NTR was stabbed in the back by Chandrababu and Yanamala Ramakrishna from the front.,"On that day, NTR was stabbed in the back by Chandrababu and Yanamala: YCP leader Jogi Ramesh"
TRS leader Konda Murali has been booked by the police for violating the election code of conduct at Bhupalapalli in Warangal district.,Code violation case against Konda Murali
Former minister and senior Congress leader Ponnala Lakshmaiah said that KCR is doing injustice to Telangana with his camel movements and ultimately he will remain a traitor to Telangana.,KCR will remain a traitor to Telangana.
Prime Minister Manmohan Singh's daughter Amrit Singh has been conferred with an international award. India Abroad has announced a Special Award for Excellence 2012 for her work in human rights. Amrita's article on the US CIA's persecution of suspected terrorists has received international recognition. Amrita works as a senior lawyer for an organization in New York. India Abroad annually presents awards to Indian Americans for outstanding work in their fields.,Prime Minister's Daughter's Perfumes of Humanity
Congress leader Priyanka Gandhi has lamented that many innocent people affected by Corona are losing their lives due to lack of beds and oxygen in hospitals.,"Not about PM's new residence, use all resources for people's lives: Priyanka Gandhi"
"PP Chaudhary, a Bharatiya Janata Party leader and first-time Lok Sabha MP from Rajasthan, has been selected for the 'Sansad Ratna 2015 Award' for his performance in this year's budget session. ""Chaudhary is one of the four Lok Sabha members selected for this award. We have also selected them for their outstanding performance in the 16th Lok Sabha budget session,"" said K. Srinivasan, Chairman, Prime Point Foundation.",Sansad Ratna Award 2015 for first-time MP
"Samantha, who is currently acting in films and also doing web series, has decided to do a talk show for TV.",Brief information about the film
The gruesome incident took place at Jupadubangla in Kurnool district. A man named Banojirao suspected his wife of having an illicit relationship with another man and turned into a psycho. He brutally strangled his two children to death on suspicion of his wife. He surrendered to the police station after murdering his seven-year-old daughter Lekha and four-year-old son Madhu.,Kurnool: Man strangles wife to death over suspicion of infidelity
A Delhi court has issued non-bailable warrants (NBWs) against four Indian bookies in the IPL spot-fixing case.,Non-bailable warrants for Dawood's followers
Telangana Political JAC Chairman Prof. Kodandaram announced that the JAC would stay away from the Warangal by-election.,We are no longer involved in any elections: Kodandaram
"Senior Congress leader and former MLC Sunkireddy Jagadishwar Reddy (72), who was undergoing treatment for kidney-related problems at a private hospital in Hyderabad, passed away last night.",Senior Congress leader and former MLC Jagadishwar Reddy passes away
"Speaking to the media at Telangana Bhavan in Hyderabad today, TRS leader KTR said that the alliance with Chandrababu has caused damage to the alliance.",Alliance With Chandrababu Has Damaged The People's Alliance: KTR
Kanna Lakshminarayana expressed happiness over his appointment as AP BJP president and thanked Prime Minister Narendra Modi and BJP national president Amit Shah.,AP development possible only with BJP: Kanna Lakshminarayana
"Recently, TDP leader Kesineni Nani became active on social media and tweeted, ""Now to save the Telugu Desam Party, we need taskmasters and not showmasters.""","Telugu Desam Party now needs taskmasters, not showmasters: Kesineni Nani"
"Jayaprakash Narayan said in an interview that if the poison of 'caste' is not eradicated from politics and society, everyone will be destroyed.",Neelam Sanjeeva Reddy didn't care if she said bad things about the Leader of the Opposition. It's a sacrament!: Jayaprakash Narayan
"A small idea that 14-year-old Taylor Rosenthal came up with when he saw his parents running to medical stores for first aid in the event of a baseball match in the United States, and his friends getting injured, introduced him to the business world. There are many companies that are queuing up to sell their idea. Taylor declined a Rs 200 crore offer. What is Taylor's idea?",Buddo says he won't give his' idea 'even if offered Rs 200 crore!
New Delhi: Mumbai attacks mastermind and Lashkar-e-Taiba chief Hafiz Saeed is giving a series of speeches in protest against the Burhan encounter in Jammu and Kashmir.,Burhan Wani spoke to Hafeez and fulfilled his last wish!
"India lost the Champions Trophy final match between India and Pakistan. Police arrested 15 Indians who were partying for India's defeat. In Madhya Pradesh's Burhanpur district, 15 Muslim youths chanted pro-Pakistan slogans for India's defeat to Pakistan. A man named Subhash from the same town shot fireworks at them and lodged a complaint against the men. Police are investigating the 15 people under IPC 120B and 124A (sedition).",Celebrated by bursting firecrackers for India's defeat... Arrested!
"The United States is making several changes to the rules governing the issuance of H-1B visas, which are used by foreigners to work for companies in the United States.",There are mainly two key elements in the H1B Visa Amendment Bill!
"The Centre has decided to withdraw the National Security Guards (NSG) security cover provided to 13 prominent personalities across the country, including Chandrababu Naidu.",Centre's key decision is to remove NSG security cover for many people including Chandrababu!
"Senior actor Giribabu said that there was a rivalry between the then top actors NTR, Akkineni Nageswara Rao and Krishna.","There was enmity between NTR, ANR and Krishna: Giribabu"
"Chief Minister-designate YS Jagan Mohan Reddy is personally inviting many people to attend his swearing-in ceremony tomorrow afternoon at Indira Gandhi Municipal Stadium in Vijayawada. He has already invited former CM Chandrababu and DMK chief Stalin. He has also called Odisha CM Naveen Patnaik. He has also called Congress MPs KVP Ramachandra Rao, Suravaram, Sitaram Yechury, Kanna Lakshminarayana, Chiranjeevi, Left leaders Madhu and Ramakrishna. He has also invited family friend KVP Ramachandra Rao to come to Vijayawada tomorrow.","Jagan calls KVP, Kanna, Chiranjeevi and invites them!"
The selection of the Governor of the Reserve Bank of India (RBI) will no longer be a decision of the Prime Minister alone. The Financial Sector Regulatory Appointments Search Committee (FSRASC) formed last year will play a key role in this.,Modi govt's committee to select RBI governor ends old policy
"YuppTV has announced a bumper offer for its subscribers. The channel provider has come up with a new offer called YuppTV Anniversary Offer. Apart from free unlimited movies for a year, it is also offering a 40 percent discount. Representatives of YuppTV have clarified that this offer will be based on the selected annual package in 10 languages. However, this offer will be available only till the end of this month.",YuppTV Bumper Offer
"With increasing technology, apps are emerging that can protect us as well as find solutions to many of the problems we face. In this context, researchers have developed new types of apps that can be useful for people who want to break up, not only to connect with separated minds. Researchers say that those who break up with these apps can also break up nicely. Jake Levine and Laurenlit from New York, USA, have developed two types of apps. These apps, developed under the name Breakup Texts and Makeup Texts, will not only help you connect with people who are separated for other reasons, but also help you get rid of those you do not have. These apps will first ask you for reasons to break up or meet. Answer them and then send a good message to the other person's phone number.",Anything is possible with the app!
Pawan Kalyan has already completed the shooting of 'Vakeel Saab' and is currently on the sets of 'Krrish'.,Pawan Kalyan gives green signal to Surender Reddy?
Bollywood superstar Salman Khan says he admires Hollywood actor Sylvester Stallone a lot. He is his idol and inspires him.,Follow him... he is your hero: Salman to fans
Nitish Kumar will be sworn in as the Chief Minister of Bihar today.,17 of Bihar's cabinet sworn in today?
Prime Minister Manmohan Singh and UPA chairperson Sonia Gandhi arrived in Jammu and Kashmir on a two-day visit amid heightened tensions.,"PM, Sonia pay tribute to brave soldiers in Kashmir"
"Chief Minister Chandrababu Naidu has made it clear that Andhra Pradesh will be governed centrally in the Amaravati and Vijayawada regions from June next year. He said that every department will be given performance rankings as given by the Malaysian government and the ranks will be reviewed every three months. He said that he will launch the Malividata Janmabhoomi scheme in January after meeting the ministers at the Hyderabad Secretariat. All the officials, including their own employees, should be ready to move to Bezawada and move to the department where a building will be constructed at the moment. He suggested that the growth rate can be affected by achieving higher yields in the agriculture sector and work should be done to register 15% of the state's GDP in the next financial year. He said that he was confident that the heavy rains this year would provide better crops and yields to the farmers in the next kharif season.",Chalo Bezwada... Malaysia-style rule: Chandrababu
"TDP MLC Gali Muddukrishnama Naidu lashed out at Yarlagadda Lakshmi Prasad, saying that Lakshmi Prasad has a reputation as a litterateur and poet, but it is not right to drag the late NTR into controversies.",You don't deserve to be compared to NTR: Muddukrishnam on Yarlagadda Lakshmi Prasad
TDP MLA from Paderu Giddi Eswari criticised Jana Sena chief Pawan Kalyan for visiting the Vizag agency.,He has come for summer break!: Giddy Eswari on Pawan's visit to Araku
"Arjun Reddy was a blockbuster hit in Telugu and was directed by Sandeep Reddy Vanga. The film was remade in Hindi by Sandeep Reddy Vanga as Kabir Singh, starring Shahid Kapoor in the lead role.",Kabir Singh's first day collection
"Pakistan is making all efforts to avenge the surgical strikes. Three armed terrorists in military uniform entered the MES (Military Engineers Services) building in Army Quarters, Nagrota, Jammu and Kashmir. Seven of them were killed. Two Army officers were also killed. Later 16 people were taken hostage. Out of these 16, 12 were army personnel, two were women and two were children. The area was surrounded by soldiers. The Uri sector attack in the aftermath of the Pathankot terror attack is serious and the current attack is more serious.","The terrorists entered the MES as a guerrilla, killed the soldiers and took 16 hostages."
Andhra Pradesh Endowments Minister Vellampalli Srinivas criticised TDP chief and former Chief Minister N. Chandrababu Naidu for exploiting his experience.,Krishna and Godavari aartas were set up for Chandrababu's shoots: Minister Vellampally
"Batting alongside South African batting legend and world number one all-rounder Jacques Kallis was an incredible experience, said Chris Lynn after the sensational catch.",Unbelievable experience batting with Kallis: Chris Lynn
India beat Korea to enter the final of the Asian Champions Trophy hockey tournament. The final will be played against arch-rivals Pakistan at 6 pm today.,India-Pakistan hockey final to be played at 6 pm today
"World Health Organization (WHO) chief Tedros Adhanom Ghebreyesus has said that more than half of the world's new cases have been reported in the Americas, South Asia and the Middle East.",The World Health Organization's alarming comments on the growing pandemic
India captain Mahendra Singh Dhoni equalled a world record by stumping Marlon Samuels for 127 stumpings in a T20I match against the West Indies in Mirpur yesterday.,Indian captain equals world record
"Former Lok Sabha member Lagadapati Rajagopal visited Tirumala today and performed special poojas during VIP break darshan. Later, he told the media outside the temple that he reached the temple through Alipiri route last night.",Lagadapati Rajagopal speaking to the media in Tirumala!
"On Father's Day, US President Barack Obama said that many American children are living away from the rule of parenthood, and that it is the fault of both children and adults. On Father's Day, he lamented that only a few fathers who recognize responsibility care for their children. He said that new laws will be introduced to help working fathers and support their families.",Americans living far away from their father: Obama
"SP Balasubrahmanyam's health condition is stable, his son SP Charan said. SP Balu has been in the hospital since the first week of August fighting the corona epidemic.",I want to remove my father's ECMO and ventilator in a few days: SP Charan
Union Minister of State for Home Affairs G. Kishan Reddy slammed the opposition for spreading false propaganda linking the NPR (National Population Register) with the NRC.,Opposition spreading lies that NPR is preparation for NRC: Kishan Reddy
Kuthbullapur MLA Vivekananda Goud denied reports that he was leaving the Telugu Desam Party.,Qutbullapur MLA Vivekanand Goud: Why should I join TRS?
"Recently, Paruchuri Gopalakrishna mentioned about Trivikram in the program 'Paruchuri Palukku'. ""Trivikram thinks in a new way. I liked his film 'Attarintiki Daredi' very much. We. Some writers along with us have written stories that make a mess of his mother. We have written films like 'Anasuya Ammagari Alludu'. 'Bobbili Raja'. 'Aataki Yamudu Aaliki Mogudu'. 'Allari Alludu'. We were all inspired by the film 'Bomma Borusa'. But S. Varalaxmi thought in a new Trivikramian way. Honoring his mother-in-law is seen in this film. We do not see 'Attarintiki Daredi' in the film. Trivikram thinks in a new way.",Trivikram thinks in a new way: Paruchuri Gopalakrishna
"Goa Chief Minister Manohar Parrikar has heaped praise on Delhi Chief Minister Arvind Kejriwal, saying the two had studied engineering at IIT Kharagpur in the past.",Goa CM lauds Kejriwal
"West Bengal Chief Minister Mamata Banerjee and Delhi Chief Minister Arvind Kejriwal, along with their supporters, tried to lay siege to the RBI office in Delhi.","Mamata, Kejriwal try to lay siege to RBI office in Delhi, stopped by police"
"Singapore has been hit by a major cyber-attack. The health database of 1.5 million people held by the government, including Prime Minister Lee Hsien Loong, has been stolen. This has been confirmed by the government. This is a very serious breach.","The biggest cyber attack on Singapore, the database of 1.5 million people, including the Prime Minister, was stolen!"
"After the gruesome murder of Araku MLA Kidari Sarveswara Rao, the police have beefed up security in the agency area. Paderu MLA Giddy Eswari, who was on the Maoist hit list, has been given additional security. Armed policemen have been kept on guard at her house in Paderu. The police department has restricted Giddy Eswari from giving them mandatory information on his visits anywhere. It has been decided to set up an additional gunman along with the MLA's existing ones, a senior police officer said.","Giddi Ishwari, the target of the Maoists, has increased security!"
Andhra Pradesh Chief Minister Chandrababu Naidu expressed confidence that India would soon register double-digit GDP.,India set to record double-digit GDP soon: Chandrababu
Actor-turned-politician Kamal Haasan has often been critical of the Tamil Nadu government.,"Kamal Haasan is not a scientist, shouldn't speak like that: Tamil Nadu Health Minister"
"Addressing a press conference in Amaravati today, AP Minister Anil Kumar Yadav said that the yellow media should not spread misinformation that the Polavaram project work has stopped.",Yellow media is spreading misinformation that Polavaram work has stopped: Minister Anil Kumar
"Andhra Pradesh Chief Minister N. Chandrababu Naidu urged all Kapus to vote for him and make the TDP win this election. At an election rally in West Godavari district, he recalled that Kapus were included in the BCs and Rs 1,000 crore was allocated for their development.",All Kapus should feed me Kapu and make TDP win: CM Chandrababu
"About 14,000 Bangladeshis in the India-Bangladesh border areas will get Indian citizenship today. Their villages will get new Indian PIN numbers. Ration shops run by the West Bengal government will come up in all their villages. All the people will have access to all kinds of services like other Indians. Youth will be eligible to compete for jobs. This has created a buzz in these villages. Indian flags are flying everywhere. The agreement signed between India and Bangladesh for 41 years has been approved after the recent visit of Prime Minister Modi to Bangladesh. As part of this agreement, the borders of 162 villages between the two countries have been changed. The areas where the majority of Bangladeshis have gone to that country and the areas of Indian origin have come under India. About 50,000 people in these areas.","India to give a unique gift to 14,000 Bangladeshis today"
"A 14-year-old boy died after being trapped in a lift in Kakinada in East Godavari district. Ramesh (14), a Class IX student of Porangipeta, Kakinada. He had been working in the Apollo Hospital canteen for two months due to summer vacations.",Boy trapped in lift dies
"India defeated Pakistan in the Asia Cup T20 last night. Interesting facts about the losing match on a pitch that is a haven for bowlers. * This is the second time that the opposition has taken 6 wickets in the first ten overs. This feat was also recorded in the match against Sri Lanka in Vizag. * This is the sixth time in a row that Nehra has taken at least one wicket during the Powerplay. * India has played a total of six T20Is against Pakistan, and Pakistan has won 1 match. The other match was tied. * India's score in the Powerplay was 21 runs. This is the lowest score for India as far as India is concerned. India scored 24 runs for the loss of 4 wickets against Australia in the 2010 World T20. * This was the first time that both Indian openers were dismissed in a T20I. * This is the third lowest score for Pakistan in the past.",Interesting facts about India-Pakistan T20!
TDP chief Chandrababu Naidu is on a tour of West Godavari district.,Everyone should move beyond regions for Amaravati: Chandrababu
"Canara Bank is taking steps to make its ATM cash transactions more secure. Henceforth, OTP is mandatory for withdrawal of Rs.10,000 and above from Canara Bank ATMs.",OTP is now mandatory for Canara Bank ATM cash transactions!
"Team India captain Virat Kohli has once again proved that he is the king of Test cricket. He has retained the No. 1 position in the batting category in the latest ICC Test rankings. Kohli has 922 points in the last Test series against Australia. Kohli is followed by New Zealand captain Kane Williamson (913). India's batting mainstay Cheteshwar Pujara (881) in the third position. India's spinners Ravindra Jadeja and Ravichandran Ashwin are in the top-10 in the bowlers' category. Jadeja has been ranked 6th and Ashwin has been ranked 10th. Indian fast bowler Jasprit Bumrah has been ranked 16th in Tests. Australian speedster Pat Cummins has topped the bowlers' rankings, followed by Jimmy Anderson and Kagiso Rabada in the last two and three ICC rankings. India is followed by West Indies captain Jason Holder (3rd) and New Zealand (3rd) in the all-rounders' category.",Kohli retains No. 1 spot in Test rankings
"In a democracy, elections are a much better process, especially to avoid fraudulent votes, which can sometimes turn out to be like a sword. To check such a problem, Telangana authorities have come up with an app. It works on the basis of face recognition. Telangana Election Commission officials say that it will catch the person who came to vote as a thief. Telangana Municipal Elections are being introduced on an experimental basis. Initially, voting will be done with this face recognition app in ten polling stations under Kompally Municipality. A special officer is being appointed to monitor this app.","With this app, you can check the votes of thieves..."
"Going into the details of the gruesome incident, police in Indore, Madhya Pradesh, on the complaint of locals, recovered the body of a baby lying in a pool of blood in a cellar.",A six-month-old baby has been found murdered in Madhya Pradesh.
TDP chief N. Chandrababu Naidu met his fans at his residence today. Fans told him not to worry about the defeat in the elections. He said that he has 40 years of political experience and has seen many such ups and downs.,Women fans came to greet Chandrababu... the TDP chief picked up a baby boy and kissed him!
Republican presidential nominee Donald Trump is facing criticism from all quarters.,Donald Trump has low self-esteem and self-esteem: Author Deepak Chopra
Jagan's party leaders hit back at PCC chief Botsa Satyanarayana for his comments on YS Rajasekhara Reddy.,Jagan's party leaders hit back at Botsa
"Senior Congress leader Digvijaya Singh said that BJP's prime ministerial candidate Modi claims to have developed Gujarat in a ""wonderful way.""",Modi's development is the development of the rich: Digvijaya Singh
"Ahmedabad: Bhopal Police have unearthed a cricket betting racket running in a flat named Orchid Elegans in South Bhopal area. Police have arrested 10 bookies and seized an item including 88 mobiles, 5 laptops and 2 LCTVs. The accused are hunting for bets on a Bangladesh Premier League match. The arrested accused are likely to see connections with international bookies.",Ahmedabad: 10 youths arrested for betting in South Bhopal
The Day of the Dead is celebrated every year on 1 November in Mexico. On this day people visit the grave of their ancestors. Their favorite things are kept there. Their grave is beautifully decorated with flowers. They are remembered by lighting a candle under their photos. This festival of Mexico is famous all over the world. And a great rowing competition is also celebrated in Mexico on this day. A prize for the best rowers. Mexico has also been severely affected by coronavirus infection. And many people are dying here. The government has closed the cemetery today. < unk > T reported. Today............................................................................................................................................,"Viral video: Famine competition in Mexico, people are crying"
"The Interim Budget 2019 was presented by the Narendra Modi government. Union Minister Piyush Goyal presented the budget in Parliament and announced several new plans. On this occasion, Congress President Rahul Gandhi's face was completely disappointed when he saw Prime Minister Narendra Modi touching the table happily and loudly on one side. Social media users were also very disappointed to see Modi touching the table.","Budget body language: Modi excited, Rahul disappointed"
"Currently, the entire country is fighting the coronavirus and there is a 21-day lockdown. It has brought life to a standstill. IMFA has also claimed that it has started slowing down. In such a situation, former Reserve Bank of India (RBI) Governor Raghuram Rajan said that how to restart the economy after the lockdown ends and how India can easily help fund their own small cars and private markets.","Former RBI governor Raghuram Rajan said, ""The country is heading towards a major economic crisis and the government is facing opposition."
The mother-daughter duo died seriously due to the Valsad-Dahod intercity blockage on the coal canal between Surat-Sahara Dwarha and Kamela Dwarha.,"The crowd was alarmed when their feet got stuck on the train track in Surat, but the blood-soaked railway track became a hustle."
"Surendranagar: The number of coronavirus deaths in Surendranagar district is continuously increasing, on the other hand, the number of coronavirus positive cases is also increasing every day, on the other hand, the local administration and the state government are not releasing real figures, which do not take people seriously and show that Bindas is roaming around the market.","In Surendranagar district, 15 more people were infected with coronavirus in 24 hours."
"Ahmedabad: In yet another significant development in the elephant DPA school controversy in the city, the administrators of a school and DPS, which were not given NOC by the state government, got recognition from the CBSE board by creating a false NOC. It was revealed that the District Elementary Education Officer of the same state government had granted permissions for classes 1 to 8 in 2012. The District Primary Education Officer of the same state government had allowed Class 8 instead of Class 8 in 2012.","The importance of the DPS school issue was highlighted: in 2012, the DPEO allowed classes 1 to 8."
"American actress Salma Hike is one of the leading actresses in Hollywood. She has been in the discussion about her beauty and body along with her acting. Recently, Salma has spoken about her big breast in public, which she has once again come into the discussion. In fact, people talk about her breast size in all sorts of ways. In an interview about it, Salma Hike said - 'Many people have said that my breast has grown. I don't blame her. My breasts are small. My breasts are small. I have the same thing in the rest of my body. My breast pain. However, her growth is natural. The 54-year-old actress explained.' It happened significantly during life changes like pregnancy, menopause, periods and weight gain. Some women have small breasts, but some women increase breast size as they gain weight.","The actress has spoken openly about the breast, saying that my breast is big...."
"Two people, including two Rajasthani bike drivers, were killed after they were hit by floodwater on Motipura bypass road in Himmatnagar. Himmatnagar A-division police have registered a case and are investigating the incident.",Himmatnagar: Two young Rajasthani men were killed after a tempo collided with bike riders.
"Junagadh: In the last 12 years, Nilesh has given a setting machine to 4950 sisters, created Atmanirbhar (self-reliant) and provided enough financial support to become self-reliant; Junagadh district's Leva Patel Mahila Mandal (Leva Patel Mahila Mandal) has completed 11 years and entered its 12th year.",Junagadh: Tirthagore said that it is a commendable work to make women self-reliant.
